Date,Song,Artist,Rank,Last Week,Peak Position,Weeks in Charts,Image URL
2014-12-17,Stay With Me,Sam Smith,24,29,4,27,https://charts-static.billboard.com/img/2014/04/sam-smith-jw8-staywithme-mix-180x180.jpg
2014-12-17,Thinking Out Loud,Ed Sheeran,25,37,25,5,https://charts-static.billboard.com/img/2011/07/ed-sheeran-w3r-180x180.jpg
2014-12-17,Anaconda,Nicki Minaj,26,23,1,17,https://charts-static.billboard.com/img/2014/08/nicki-minaj-000-anaconda-72l-180x180.jpg
2014-12-17,Black Widow,Iggy Azalea Featuring Rita Ora,27,24,4,19,https://charts-static.billboard.com/img/2013/07/iggy-azalea-bza-180x180.jpg
2014-12-17,Trumpets,Jason Derulo,28,31,17,14,https://charts-static.billboard.com/img/2014/05/jason-derulo-3xq-180x180.jpg
2014-12-17,Fancy,Iggy Azalea Featuring Charli XCX,29,28,1,35,https://charts-static.billboard.com/img/2014/03/iggy-azalea-68u-180x180.jpg
2014-12-17,Rude,MAGIC!,30,30,2,30,https://charts-static.billboard.com/img/2013/12/magic-1-yin-106x106.jpg
2014-12-17,Only,Nicki Minaj Featuring Drake| Lil Wayne & Chris Brown,31,26,20,4,https://charts-static.billboard.com/img/2009/08/nicki-minaj-2j4-180x180.jpg
2014-12-17,L.A.LOVE (la la),Fergie,32,39,32,3,https://charts-static.billboard.com/img/2014/10/fergie-8pu-180x180.jpg
2014-12-17,Mary; Did You Know?,Pentatonix,33,13,2,-,https://charts-static.billboard.com/img/2011/12/pentatonix-bsy-180x180.jpg
2014-12-17,Break Free,Ariana Grande Featuring Zedd,34,33,3,22,https://charts-static.billboard.com/img/2014/07/ariana-grande-ypy-180x180.jpg
2014-12-17,Night Changes,One Direction,35,25,25,3,https://charts-static.billboard.com/img/2014/11/one-direction-rlp-nightchanges-oyl-180x180.jpg
2014-12-17,Don't Tell 'Em,Jeremih Featuring YG,36,35,22,15,https://charts-static.billboard.com/img/2009/02/jeremih-ks6-180x180.jpg
2014-12-17,Don't,Ed Sheeran,37,46,29,16,https://charts-static.billboard.com/img/2011/07/ed-sheeran-w3r-180x180.jpg
2014-12-17,Steal My Girl,One Direction,38,32,5,8,https://charts-static.billboard.com/img/2014/10/one-direction-7ru-180x180.jpg
2014-12-17,No Flex Zone,Rae Sremmurd,39,34,16,16,https://charts-static.billboard.com/img/2014/06/rae-sremmurd-f07-106x106.jpg
2014-12-17,Or Nah,Ty Dolla $ign Featuring Wiz Khalifa & DJ Mustard,40,41,16,37,https://charts-static.billboard.com/img/2013/09/ty-dolla-sign-c0d-180x180.jpg
2014-12-17,Try Me,DeJ Loaf,41,38,29,6,https://charts-static.billboard.com/img/2014/10/dej-loaf-5hf-180x180.jpg
2014-12-17,Problem,Ariana Grande Featuring Iggy Azalea,42,36,2,32,https://charts-static.billboard.com/img/2014/05/ariana-grande-ypy-180x180.jpg
2014-12-17,All Of Me,John Legend,43,43,2,48,https://charts-static.billboard.com/img/2004/04/john-legend-035-180x180.jpg
2014-12-17,Centuries,Fall Out Boy,44,49,43,7,https://charts-static.billboard.com/img/2004/01/fall-out-boy-zhw-106x106.jpg
2014-12-17,Dark Horse,Katy Perry Featuring Juicy J,45,44,1,59,https://charts-static.billboard.com/img/2013/10/katy-perry-46r-darkhorse-mm3-180x180.jpg
2014-12-17,Hold You Down,DJ Khaled Featuring Chris Brown| August Alsina| Future & Jeremih,46,50,44,5,https://charts-static.billboard.com/img/2006/02/dj-khaled-2l5-180x180.jpg
2014-12-17,Rather Be,Clean Bandit Featuring Jess Glynne,47,45,13,23,https://charts-static.billboard.com/img/2014/01/clean-bandit-ywv-87x87.jpg
2014-12-17,Happy,Pharrell Williams,48,42,1,46,https://charts-static.billboard.com/img/2014/01/pharrell-williams-rbx-180x180.jpg
2014-12-17,Cool Kids,Echosmith,49,47,29,16,https://charts-static.billboard.com/img/2014/06/echosmith-fsi-106x106.jpg
2014-12-17,About The Money,T.I. Featuring Young Thug,50,48,26,13,https://charts-static.billboard.com/img/2001/08/ti-e27-180x180.jpg
2014-12-24,Blank Space,Taylor Swift,1,1,1,5,https://charts-static.billboard.com/img/2014/11/taylor-swift-9sy-blankspace-3be-180x180.jpg
2014-12-24,Only,Nicki Minaj Featuring Drake| Lil Wayne & Chris Brown,2,31,2,5,https://charts-static.billboard.com/img/2009/08/nicki-minaj-2j4-180x180.jpg
2014-12-24,Take Me To Church,Hozier,3,6,3,9,https://charts-static.billboard.com/img/2014/04/hozier-yyf-takemetochurch-ljk-180x180.jpg
2014-12-24,All About That Bass,Meghan Trainor,4,3,1,20,https://charts-static.billboard.com/img/2014/07/meghan-trainor-3k0-180x180.jpg
2014-12-24,Lips Are Movin,Meghan Trainor,5,8,5,4,https://charts-static.billboard.com/img/2014/07/meghan-trainor-3k0-180x180.jpg
2014-12-24,Let It Go,Idina Menzel,6,4,2,49,https://charts-static.billboard.com/img/2005/12/idina-menzel-k1l-180x180.jpg
2014-12-24,Hot Boy,Bobby Shmurda,7,7,3,19,https://charts-static.billboard.com/img/2014/07/bobby-shmurda-7fv-180x180.jpg
2014-12-24,Shake It Off,Taylor Swift,8,5,1,17,https://charts-static.billboard.com/img/2014/08/taylor-swift-9sy-shakeitoff-k72-180x180.jpg
2014-12-24,7/11,Beyonce,9,2,2,3,https://charts-static.billboard.com/img/2002/06/beyonce-0na-180x180.jpg
2014-12-24,No Type,Rae Sremmurd,10,9,5,11,https://charts-static.billboard.com/img/2014/09/rae-sremmurd-f07-106x106.jpg
2014-12-24,Love Me Harder,Ariana Grande & The Weeknd,11,11,4,8,https://charts-static.billboard.com/img/2011/02/ariana-grande-nxo-180x180.jpg
2014-12-24,Tuesday,I LOVE MAKONNEN Featuring Drake,12,12,6,8,https://charts-static.billboard.com/img/2014/09/i-love-makonnen-sw9-180x180.jpg
2014-12-24,I Don't F**k With You,Big Sean Featuring E-40,13,13,6,9,https://charts-static.billboard.com/img/2011/01/big-sean-obf-180x180.jpg
2014-12-24,The Heart Wants What It Wants,Selena Gomez,14,10,5,6,https://charts-static.billboard.com/img/2008/06/selena-gomez-lkr-180x180.jpg
2014-12-24,Uptown Funk!,Mark Ronson Featuring Bruno Mars,15,22,15,3,https://charts-static.billboard.com/img/2014/11/mark-ronson-9s8-180x180.jpg
2014-12-24,CoCo,O.T. Genasis,16,16,16,3,https://charts-static.billboard.com/img/2014/11/ot-genasis-206-180x180.jpg
2014-12-24,Thinking Out Loud,Ed Sheeran,17,25,17,6,https://charts-static.billboard.com/img/2011/07/ed-sheeran-w3r-180x180.jpg
2014-12-24,I'm Not The Only One,Sam Smith,18,14,13,12,https://charts-static.billboard.com/img/2014/06/sam-smith-jw8-imnottheonlyone-6yi-180x180.jpg
2014-12-24,Bang Bang,Jessie J| Ariana Grande & Nicki Minaj,19,17,3,20,https://charts-static.billboard.com/img/2011/01/jessie-j-zrp-106x106.jpg
2014-12-24,Jealous,Nick Jonas,20,19,15,8,https://charts-static.billboard.com/img/2004/12/nick-jonas-bvx-180x180.jpg
2014-12-24,Gangnam Style,PSY,21,15,1,86,https://charts-static.billboard.com/img/2012/07/psy-auz-gangnam-style-gr3-180x180.jpg
2014-12-24,Chandelier,Sia,22,18,5,31,https://charts-static.billboard.com/img/2006/01/sia-0sp-180x180.jpg
2014-12-24,Lifestyle,Rich Gang Featuring Young Thug & Rich Homie Quan,23,21,4,22,https://charts-static.billboard.com/img/2014/02/young-thug-jvh-180x180.jpg
2014-12-24,Animals,Maroon 5,24,23,9,15,https://charts-static.billboard.com/img/2014/09/maroon-5-9st-180x180.jpg
2014-12-24,Habits (Stay High),Tove Lo,25,20,5,29,https://charts-static.billboard.com/img/2013/10/tove-lo-8n0-180x180.jpg
2014-12-24,Stay With Me,Sam Smith,26,24,4,28,https://charts-static.billboard.com/img/2014/04/sam-smith-jw8-staywithme-mix-180x180.jpg
2014-12-24,Anaconda,Nicki Minaj,27,26,1,18,https://charts-static.billboard.com/img/2014/08/nicki-minaj-000-anaconda-72l-180x180.jpg
2014-12-24,Black Widow,Iggy Azalea Featuring Rita Ora,28,27,4,20,https://charts-static.billboard.com/img/2013/07/iggy-azalea-bza-180x180.jpg
2014-12-24,Fancy,Iggy Azalea Featuring Charli XCX,29,29,1,36,https://charts-static.billboard.com/img/2014/03/iggy-azalea-68u-180x180.jpg
2014-12-24,Trumpets,Jason Derulo,30,28,17,15,https://charts-static.billboard.com/img/2014/05/jason-derulo-3xq-180x180.jpg
2014-12-24,Rude,MAGIC!,31,30,2,31,https://charts-static.billboard.com/img/2013/12/magic-1-yin-106x106.jpg
2014-12-24,Don't,Ed Sheeran,32,37,29,17,https://charts-static.billboard.com/img/2011/07/ed-sheeran-w3r-180x180.jpg
2014-12-24,Break Free,Ariana Grande Featuring Zedd,33,34,3,23,https://charts-static.billboard.com/img/2014/07/ariana-grande-ypy-180x180.jpg
2014-12-24,L.A.LOVE (la la),Fergie,34,32,32,4,https://charts-static.billboard.com/img/2014/10/fergie-8pu-180x180.jpg
2014-12-24,Problem,Ariana Grande Featuring Iggy Azalea,35,42,2,33,https://charts-static.billboard.com/img/2014/05/ariana-grande-ypy-180x180.jpg
2014-12-24,Don't Tell 'Em,Jeremih Featuring YG,36,36,22,16,https://charts-static.billboard.com/img/2009/02/jeremih-ks6-180x180.jpg
2014-12-24,The Hanging Tree,James Newton Howard Featuring Jennifer Lawrence,37,37,1,-,https://charts-static.billboard.com/img/2014/12/james-newton-howard-11g-180x180.jpg
2014-12-24,Or Nah,Ty Dolla $ign Featuring Wiz Khalifa & DJ Mustard,38,40,16,38,https://charts-static.billboard.com/img/2013/09/ty-dolla-sign-c0d-180x180.jpg
2014-12-24,Centuries,Fall Out Boy,39,44,39,8,https://charts-static.billboard.com/img/2004/01/fall-out-boy-zhw-106x106.jpg
2014-12-24,All Of Me,John Legend,40,43,2,49,https://charts-static.billboard.com/img/2004/04/john-legend-035-180x180.jpg
2014-12-24,No Flex Zone,Rae Sremmurd,41,39,16,17,https://charts-static.billboard.com/img/2014/06/rae-sremmurd-f07-106x106.jpg
2014-12-24,Try Me,DeJ Loaf,42,41,29,7,https://charts-static.billboard.com/img/2014/10/dej-loaf-5hf-180x180.jpg
2014-12-24,Dark Horse,Katy Perry Featuring Juicy J,43,45,1,60,https://charts-static.billboard.com/img/2013/10/katy-perry-46r-darkhorse-mm3-180x180.jpg
2014-12-24,Rather Be,Clean Bandit Featuring Jess Glynne,44,47,13,24,https://charts-static.billboard.com/img/2014/01/clean-bandit-ywv-87x87.jpg
2014-12-24,Mary; Did You Know?,Pentatonix,45,33,13,3,https://charts-static.billboard.com/img/2011/12/pentatonix-bsy-180x180.jpg
2014-12-24,Steal My Girl,One Direction,46,38,5,9,https://charts-static.billboard.com/img/2014/10/one-direction-7ru-180x180.jpg
2014-12-24,Wiggle,Jason Derulo Featuring Snoop Dogg,47,2,30,-,https://charts-static.billboard.com/img/2009/07/jason-derulo-d0c-180x180.jpg
2014-12-24,Hold You Down,DJ Khaled Featuring Chris Brown| August Alsina| Future & Jeremih,48,46,44,6,https://charts-static.billboard.com/img/2006/02/dj-khaled-2l5-180x180.jpg
2014-12-24,Cool Kids,Echosmith,49,49,29,17,https://charts-static.billboard.com/img/2014/06/echosmith-fsi-106x106.jpg
2014-12-24,Turn Down For What,DJ Snake & Lil Jon,50,3,38,-,https://charts-static.billboard.com/img/2013/12/dj-snake-ncv-87x87.jpg
2014-12-31,Blank Space,Taylor Swift,1,1,1,6,https://charts-static.billboard.com/img/2014/11/taylor-swift-9sy-blankspace-3be-180x180.jpg
2014-12-31,Take Me To Church,Hozier,2,3,2,10,https://charts-static.billboard.com/img/2014/04/hozier-yyf-takemetochurch-ljk-180x180.jpg
2014-12-31,Lips Are Movin,Meghan Trainor,3,5,3,5,https://charts-static.billboard.com/img/2014/07/meghan-trainor-3k0-180x180.jpg
2014-12-31,Hot Boy,Bobby Shmurda,4,7,3,20,https://charts-static.billboard.com/img/2014/07/bobby-shmurda-7fv-180x180.jpg
2014-12-31,All About That Bass,Meghan Trainor,5,4,1,21,https://charts-static.billboard.com/img/2014/07/meghan-trainor-3k0-180x180.jpg
2014-12-31,Only,Nicki Minaj Featuring Drake| Lil Wayne & Chris Brown,6,2,2,6,https://charts-static.billboard.com/img/2009/08/nicki-minaj-2j4-180x180.jpg
2014-12-31,Uptown Funk!,Mark Ronson Featuring Bruno Mars,7,15,7,4,https://charts-static.billboard.com/img/2014/11/mark-ronson-9s8-180x180.jpg
2014-12-31,Thinking Out Loud,Ed Sheeran,8,17,8,7,https://charts-static.billboard.com/img/2011/07/ed-sheeran-w3r-180x180.jpg
2014-12-31,Shake It Off,Taylor Swift,9,8,1,18,https://charts-static.billboard.com/img/2014/08/taylor-swift-9sy-shakeitoff-k72-180x180.jpg
2014-12-31,No Type,Rae Sremmurd,10,10,5,12,https://charts-static.billboard.com/img/2014/09/rae-sremmurd-f07-106x106.jpg
2014-12-31,I Don't F**k With You,Big Sean Featuring E-40,11,13,6,10,https://charts-static.billboard.com/img/2011/01/big-sean-obf-180x180.jpg
2014-12-31,7/11,Beyonce,12,9,2,4,https://charts-static.billboard.com/img/2002/06/beyonce-0na-180x180.jpg
2014-12-31,Love Me Harder,Ariana Grande & The Weeknd,13,11,4,9,https://charts-static.billboard.com/img/2011/02/ariana-grande-nxo-180x180.jpg
2014-12-31,Tuesday,I LOVE MAKONNEN Featuring Drake,14,12,6,9,https://charts-static.billboard.com/img/2014/09/i-love-makonnen-sw9-180x180.jpg
2014-12-31,The Heart Wants What It Wants,Selena Gomez,15,14,5,7,https://charts-static.billboard.com/img/2008/06/selena-gomez-lkr-180x180.jpg
2014-12-31,I'm Not The Only One,Sam Smith,16,18,13,13,https://charts-static.billboard.com/img/2014/06/sam-smith-jw8-imnottheonlyone-6yi-180x180.jpg
2014-12-31,CoCo,O.T. Genasis,17,16,16,4,https://charts-static.billboard.com/img/2014/11/ot-genasis-206-180x180.jpg
2014-12-31,Let It Go,Idina Menzel,18,6,2,50,https://charts-static.billboard.com/img/2005/12/idina-menzel-k1l-180x180.jpg
2014-12-31,Jealous,Nick Jonas,19,20,15,9,https://charts-static.billboard.com/img/2004/12/nick-jonas-bvx-180x180.jpg
2014-12-31,Bang Bang,Jessie J| Ariana Grande & Nicki Minaj,20,19,3,21,https://charts-static.billboard.com/img/2011/01/jessie-j-zrp-106x106.jpg
2014-12-31,Gangnam Style,PSY,21,21,1,87,https://charts-static.billboard.com/img/2012/07/psy-auz-gangnam-style-gr3-180x180.jpg
2014-12-31,Anaconda,Nicki Minaj,22,27,1,19,https://charts-static.billboard.com/img/2014/08/nicki-minaj-000-anaconda-72l-180x180.jpg
2014-12-31,Animals,Maroon 5,23,24,9,16,https://charts-static.billboard.com/img/2014/09/maroon-5-9st-180x180.jpg
2014-12-31,Habits (Stay High),Tove Lo,24,25,5,30,https://charts-static.billboard.com/img/2013/10/tove-lo-8n0-180x180.jpg
2014-12-31,Chandelier,Sia,25,22,5,32,https://charts-static.billboard.com/img/2006/01/sia-0sp-180x180.jpg
2014-12-31,Stay With Me,Sam Smith,26,26,4,29,https://charts-static.billboard.com/img/2014/04/sam-smith-jw8-staywithme-mix-180x180.jpg
2014-12-31,Santa Tell Me,Ariana Grande,27,27,1,-,https://charts-static.billboard.com/img/2014/12/ariana-grande-da0-santa-tell-me-st8-180x180.jpg
2014-12-31,Lifestyle,Rich Gang Featuring Young Thug & Rich Homie Quan,28,23,4,23,https://charts-static.billboard.com/img/2014/02/young-thug-jvh-180x180.jpg
2014-12-31,Black Widow,Iggy Azalea Featuring Rita Ora,29,28,4,21,https://charts-static.billboard.com/img/2013/07/iggy-azalea-bza-180x180.jpg
2014-12-31,The Hanging Tree,James Newton Howard Featuring Jennifer Lawrence,30,37,30,2,https://charts-static.billboard.com/img/2014/12/james-newton-howard-11g-180x180.jpg
2014-12-31,Fancy,Iggy Azalea Featuring Charli XCX,31,29,1,37,https://charts-static.billboard.com/img/2014/03/iggy-azalea-68u-180x180.jpg
2014-12-31,Centuries,Fall Out Boy,32,39,32,9,https://charts-static.billboard.com/img/2004/01/fall-out-boy-zhw-106x106.jpg
2014-12-31,Don't,Ed Sheeran,33,32,29,18,https://charts-static.billboard.com/img/2011/07/ed-sheeran-w3r-180x180.jpg
2014-12-31,Problem,Ariana Grande Featuring Iggy Azalea,34,35,2,34,https://charts-static.billboard.com/img/2014/05/ariana-grande-ypy-180x180.jpg
2014-12-31,Trumpets,Jason Derulo,35,30,17,16,https://charts-static.billboard.com/img/2014/05/jason-derulo-3xq-180x180.jpg
2014-12-31,No Flex Zone,Rae Sremmurd,36,41,16,18,https://charts-static.billboard.com/img/2014/06/rae-sremmurd-f07-106x106.jpg
2014-12-31,Or Nah,Ty Dolla $ign Featuring Wiz Khalifa & DJ Mustard,37,38,16,39,https://charts-static.billboard.com/img/2013/09/ty-dolla-sign-c0d-180x180.jpg
2014-12-31,Rude,MAGIC!,38,31,2,32,https://charts-static.billboard.com/img/2013/12/magic-1-yin-106x106.jpg
2014-12-31,Break Free,Ariana Grande Featuring Zedd,39,33,3,24,https://charts-static.billboard.com/img/2014/07/ariana-grande-ypy-180x180.jpg
2014-12-31,Don't Tell 'Em,Jeremih Featuring YG,40,36,22,17,https://charts-static.billboard.com/img/2009/02/jeremih-ks6-180x180.jpg
2014-12-31,L.A.LOVE (la la),Fergie,41,34,32,5,https://charts-static.billboard.com/img/2014/10/fergie-8pu-180x180.jpg
2014-12-31,Happy,Pharrell Williams,42,1,47,-,https://charts-static.billboard.com/img/2014/01/pharrell-williams-rbx-180x180.jpg
2014-12-31,All Of Me,John Legend,43,40,2,50,https://charts-static.billboard.com/img/2004/04/john-legend-035-180x180.jpg
2014-12-31,Try Me,DeJ Loaf,44,42,29,8,https://charts-static.billboard.com/img/2014/10/dej-loaf-5hf-180x180.jpg
2014-12-31,Waves,Mr. Probz,45,45,4,-,https://charts-static.billboard.com/img/2014/05/mr-probz-ul5-155x155.jpg
2014-12-31,Turn Down For What,DJ Snake & Lil Jon,46,50,3,39,https://charts-static.billboard.com/img/2013/12/dj-snake-ncv-87x87.jpg
2014-12-31,Dark Horse,Katy Perry Featuring Juicy J,47,43,1,61,https://charts-static.billboard.com/img/2013/10/katy-perry-46r-darkhorse-mm3-180x180.jpg
2014-12-31,Steal My Girl,One Direction,48,46,5,10,https://charts-static.billboard.com/img/2014/10/one-direction-7ru-180x180.jpg
2014-12-31,About The Money,T.I. Featuring Young Thug,49,26,14,-,https://charts-static.billboard.com/img/2001/08/ti-e27-180x180.jpg
2014-12-31,Mary; Did You Know?,Pentatonix,50,45,13,4,https://charts-static.billboard.com/img/2011/12/pentatonix-bsy-180x180.jpg
2015-01-07,All About That Bass,Meghan Trainor,1,5,1,22,https://charts-static.billboard.com/img/2014/07/meghan-trainor-3k0-180x180.jpg
2015-01-07,Lips Are Movin,Meghan Trainor,2,3,2,6,https://charts-static.billboard.com/img/2014/07/meghan-trainor-3k0-180x180.jpg
2015-01-07,Blank Space,Taylor Swift,3,1,1,7,https://charts-static.billboard.com/img/2014/11/taylor-swift-9sy-blankspace-3be-180x180.jpg
2015-01-07,Uptown Funk!,Mark Ronson Featuring Bruno Mars,4,7,4,5,https://charts-static.billboard.com/img/2014/11/mark-ronson-9s8-180x180.jpg
2015-01-07,Hot Boy,Bobby Shmurda,5,4,3,21,https://charts-static.billboard.com/img/2014/07/bobby-shmurda-7fv-180x180.jpg
2015-01-07,Take Me To Church,Hozier,6,2,2,11,https://charts-static.billboard.com/img/2014/04/hozier-yyf-takemetochurch-ljk-180x180.jpg
2015-01-07,Only,Nicki Minaj Featuring Drake| Lil Wayne & Chris Brown,7,6,2,7,https://charts-static.billboard.com/img/2009/08/nicki-minaj-2j4-180x180.jpg
2015-01-07,Shake It Off,Taylor Swift,8,9,1,19,https://charts-static.billboard.com/img/2014/08/taylor-swift-9sy-shakeitoff-k72-180x180.jpg
2015-01-07,No Type,Rae Sremmurd,9,10,5,13,https://charts-static.billboard.com/img/2014/09/rae-sremmurd-f07-106x106.jpg
2015-01-07,7/11,Beyonce,10,12,2,5,https://charts-static.billboard.com/img/2002/06/beyonce-0na-180x180.jpg
2015-01-07,I Don't F**k With You,Big Sean Featuring E-40,11,11,6,11,https://charts-static.billboard.com/img/2011/01/big-sean-obf-180x180.jpg
2015-01-07,CoCo,O.T. Genasis,12,17,12,5,https://charts-static.billboard.com/img/2014/11/ot-genasis-206-180x180.jpg
2015-01-07,Tuesday,I LOVE MAKONNEN Featuring Drake,13,14,6,10,https://charts-static.billboard.com/img/2014/09/i-love-makonnen-sw9-180x180.jpg
2015-01-07,Thinking Out Loud,Ed Sheeran,14,8,8,8,https://charts-static.billboard.com/img/2011/07/ed-sheeran-w3r-180x180.jpg
2015-01-07,Love Me Harder,Ariana Grande & The Weeknd,15,13,4,10,https://charts-static.billboard.com/img/2011/02/ariana-grande-nxo-180x180.jpg
2015-01-07,I'm Not The Only One,Sam Smith,16,16,13,14,https://charts-static.billboard.com/img/2014/06/sam-smith-jw8-imnottheonlyone-6yi-180x180.jpg
2015-01-07,Let It Go,Idina Menzel,17,18,2,51,https://charts-static.billboard.com/img/2005/12/idina-menzel-k1l-180x180.jpg
2015-01-07,Bang Bang,Jessie J| Ariana Grande & Nicki Minaj,18,20,3,22,https://charts-static.billboard.com/img/2011/01/jessie-j-zrp-106x106.jpg
2015-01-07,The Heart Wants What It Wants,Selena Gomez,19,15,5,8,https://charts-static.billboard.com/img/2008/06/selena-gomez-lkr-180x180.jpg
2015-01-07,Gangnam Style,PSY,20,21,1,88,https://charts-static.billboard.com/img/2012/07/psy-auz-gangnam-style-gr3-180x180.jpg
2015-01-07,Jealous,Nick Jonas,21,19,15,10,https://charts-static.billboard.com/img/2004/12/nick-jonas-bvx-180x180.jpg
2015-01-07,Anaconda,Nicki Minaj,22,22,1,20,https://charts-static.billboard.com/img/2014/08/nicki-minaj-000-anaconda-72l-180x180.jpg
2015-01-07,Animals,Maroon 5,23,23,9,17,https://charts-static.billboard.com/img/2014/09/maroon-5-9st-180x180.jpg
2015-01-07,Chandelier,Sia,24,25,5,33,https://charts-static.billboard.com/img/2006/01/sia-0sp-180x180.jpg
2015-01-07,Santa Tell Me,Ariana Grande,25,27,25,2,https://charts-static.billboard.com/img/2014/12/ariana-grande-da0-santa-tell-me-st8-180x180.jpg
2015-01-07,Lifestyle,Rich Gang Featuring Young Thug & Rich Homie Quan,26,28,4,24,https://charts-static.billboard.com/img/2014/02/young-thug-jvh-180x180.jpg
